date,time,open,high,low,close,daily_poc,h4_poc,weekly_poc,adx_14,di_plus_14,di_minus_14
2019.01.07,23:00,6504.46,6515.769,6500.569,6514.459,6433.27,6481.469,6133.969,37.33,27.42,11.93
2019.01.08,00:00,6514.459,6516.96,6491.769,6495.969,6397.359,6496.359,6133.969,36.85,25.5,13.54
2019.01.08,01:00,6495.87,6507.259,6488.36,6503.57,6397.359,6496.359,6133.969,36.17,24.13,13.78
2019.01.08,02:00,6503.57,6512.27,6490.27,6491.269,6397.359,6496.359,6133.969,35.73,24.05,12.92
2019.01.08,03:00,6491.269,6522.47,6489.46,6517.76,6397.359,6496.359,6133.969,35.72,24.68,11.72
2019.01.08,04:00,6517.76,6525.869,6509.359,6510.76,6397.359,6491.269,6133.969,35.84,24.48,11.17
2019.01.08,05:00,6510.76,6525.459,6503.459,6523.76,6397.359,6491.269,6133.969,35.47,22.93,12.16
2019.01.08,06:00,6523.76,6541.36,6516.56,6536.269,6397.359,6491.269,6133.969,35.74,25.88,11.29
2019.01.08,07:00,6536.269,6543.069,6520.76,6530.359,6397.359,6491.269,6133.969,36.05,24.7,10.56
2019.01.08,08:00,6530.359,6545.959,6522.469,6544.96,6397.359,6510.76,6133.969,36.45,23.85,9.83
2019.01.08,09:00,6544.96,6572.47,6522.57,6528.56,6397.359,6510.76,6133.969,37.65,27.82,8.5
2019.01.08,10:00,6528.36,6544.959,6454.97,6471.56,6397.359,6510.76,6133.969,35.02,22.02,22.4
2019.01.08,11:00,6471.56,6509.659,6468.67,6507.559,6397.359,6510.76,6133.969,32.58,19.97,20.32
2019.01.08,12:00,6507.559,6532.96,6497.66,6509.67,6397.359,6471.56,6133.969,31.08,23.62,18.71
2019.01.08,13:00,6509.67,6550.459,6500.16,6543.57,6397.359,6471.56,6133.969,30.26,24.83,16.68
2019.01.08,14:00,6543.57,6556.469,6534.66,6544.46,6397.359,6471.56,6133.969,29.69,24.96,15.87
2019.01.08,15:00,6544.46,6558.759,6530.959,6551.559,6397.359,6471.56,6133.969,28.98,23.42,15.71
2019.01.08,16:00,6550.469,6554.97,6542.069,6542.469,6397.359,6509.67,6133.969,28.31,22.71,15.24
2019.01.08,18:00,6536.969,6556.77,6533.56,6556.059,6397.359,6509.67,6133.969,27.24,21.46,16.42
2019.01.08,19:00,6556.059,6564.47,6553.059,6555.659,6397.359,6509.67,6133.969,26.55,22.76,15.96
2019.01.08,20:00,6555.659,6584.27,6553.959,6580.959,6397.359,6542.469,6133.969,26.62,25.95,14.76
2019.01.08,21:00,6580.959,6595.569,6573.47,6587.47,6397.359,6542.469,6133.969,27.04,27.35,13.94
2019.01.08,22:00,6587.47,6590.67,6580.16,6587.96,6397.359,6542.469,6133.969,27.43,26.6,13.55
2019.01.08,23:00,6587.96,6591.77,6579.17,6583.669,6397.359,6542.469,6133.969,27.82,25.98,13.09
2019.01.09,00:00,6583.669,6588.259,6579.459,6583.159,6471.56,6580.959,6133.969,28.2,25.32,12.75
2019.01.09,01:00,6583.469,6583.969,6561.659,6564.169,6471.56,6580.959,6133.969,27.34,23.69,17.09
2019.01.09,02:00,6564.169,6574.77,6549.26,6555.16,6471.56,6580.959,6133.969,25.82,21.94,19.41
2019.01.09,03:00,6555.16,6577.06,6548.769,6571.67,6471.56,6580.959,6133.969,24.53,20.82,17.84
