date,time,open,high,low,close,daily_poc,h4_poc,weekly_poc,adx_14,di_plus_14,di_minus_14
2021.05.17,19:00,13298.359,13336.999,13294.869,13334.447,13353.159,13215.729,12958.009,22.55,17.72,18.12
2021.05.17,20:00,13334.409,13350.619,13332.439,13349.429,13353.159,13298.319,12958.009,21.28,19.36,17.6
2021.05.17,21:00,13349.457,13367.219,13344.909,13361.879,13353.159,13298.319,12958.009,20.58,21.37,16.96
2021.05.17,22:00,13361.939,13367.299,13343.589,13353.429,13353.159,13298.319,12958.009,19.89,20.51,16.5
2021.05.17,23:00,13353.557,13361.389,13348.019,13357.609,13353.159,13298.319,12958.009,19.24,20.03,16.11
2021.05.18,00:00,13357.649,13359.187,13340.119,13355.089,13215.729,13349.429,12958.009,18.33,19.32,17.0
2021.05.18,01:00,13354.929,13388.789,13347.019,13383.119,13215.729,13349.429,12958.009,18.41,23.28,15.69
2021.05.18,02:00,13384.109,13428.689,13379.519,13422.129,13215.729,13349.429,12958.009,19.45,28.41,14.3
2021.05.18,03:00,13422.469,13436.669,13412.929,13418.379,13215.729,13349.429,12958.009,20.59,28.64,13.67
2021.05.18,04:00,13418.719,13419.757,13403.209,13406.639,13215.729,13355.089,12958.009,21.22,27.72,15.12
2021.05.18,05:00,13406.779,13423.187,13401.649,13412.889,13215.729,13355.089,12958.009,21.89,27.22,14.47
2021.05.18,06:00,13412.719,13421.789,13395.389,13404.369,13215.729,13355.089,12958.009,22.22,25.76,14.96
2021.05.18,07:00,13404.577,13404.789,13373.819,13380.009,13215.729,13355.089,12958.009,21.59,24.12,18.44
2021.05.18,08:00,13379.549,13398.799,13362.079,13372.849,13215.729,13380.009,12958.009,20.53,22.31,19.45
2021.05.18,09:00,13372.877,13374.599,13308.869,13335.789,13215.729,13380.009,12958.009,20.25,19.49,27.22
2021.05.18,10:00,13335.769,13404.319,13318.829,13391.659,13215.729,13380.009,12958.009,19.02,21.79,23.13
2021.05.18,11:00,13391.909,13399.589,13336.239,13337.249,13215.729,13380.009,12958.009,17.87,19.45,20.65
2021.05.18,12:00,13337.227,13383.669,13335.249,13366.017,13215.729,13335.789,12958.009,16.84,17.88,19.14
2021.05.18,13:00,13365.629,13376.999,13335.309,13339.709,13215.729,13335.789,12958.009,15.88,16.63,17.8
2021.05.18,14:00,13339.717,13346.399,13249.309,13277.039,13215.729,13335.789,12958.009,17.13,14.15,28.36
2021.05.18,15:00,13277.279,13319.889,13212.019,13221.299,13215.729,13335.789,12958.009,18.9,12.01,29.3
2021.05.18,16:00,13221.487,13231.779,13211.489,13227.669,13215.729,13221.299,12958.009,20.55,11.65,28.51
2021.05.18,18:00,13194.027,13217.289,13193.697,13208.709,13215.729,13221.299,12958.009,22.35,11.06,29.72
2021.05.18,19:00,13209.039,13227.409,13172.059,13174.219,13215.729,13221.299,12958.009,24.33,10.15,30.49
2021.05.18,20:00,13174.449,13218.087,13161.609,13203.819,13215.729,13174.219,12958.009,26.31,9.31,29.5
2021.05.18,21:00,13203.939,13221.187,13185.959,13195.369,13215.729,13174.219,12958.009,28.01,9.28,27.95
2021.05.18,22:00,13195.629,13195.839,13142.609,13150.707,13215.729,13174.219,12958.009,30.15,8.55,32.17
2021.05.18,23:00,13150.789,13173.599,13145.089,13169.679,13215.729,13174.219,12958.009,32.14,8.18,30.77
2021.05.19,00:00,13169.909,13177.989,13132.089,13145.839,13150.707,13150.707,12958.009,34.14,7.6,30.59
2021.05.19,01:00,13146.389,13157.667,13136.819,13155.899,13150.707,13150.707,12958.009,36.0,7.35,29.58
2021.05.19,02:00,13156.509,13162.789,13106.209,13145.499,13150.707,13150.707,12958.009,38.09,6.7,31.75
2021.05.19,03:00,13145.439,13150.899,13064.929,13075.179,13150.707,13150.707,12958.009,40.4,5.86,33.8
2021.05.19,04:00,13075.359,13087.089,13038.349,13051.919,13150.707,13075.179,12958.009,42.75,5.44,35.29
2021.05.19,05:00,13052.339,13091.519,13027.369,13035.619,13150.707,13075.179,12958.009,45.01,4.94,33.61
2021.05.19,06:00,13035.689,13071.377,13032.139,13060.129,13150.707,13075.179,12958.009,47.11,4.65,31.69
2021.05.19,07:00,13060.209,13067.589,12999.909,13010.909,13150.707,13075.179,12958.009,49.28,4.21,33.22
2021.05.19,08:00,13010.907,13043.507,12971.049,12985.159,13150.707,13010.909,12958.009,51.47,3.79,33.88
2021.05.19,09:00,12985.187,13082.989,12959.349,13049.399,13150.707,13010.909,12958.009,51.77,8.15,28.63
2021.05.19,10:00,13049.317,13122.799,13010.599,13100.889,13150.707,13010.909,12958.009,50.63,11.74,24.87
2021.05.19,11:00,13100.827,13155.087,13076.599,13138.549,13150.707,13010.909,12958.009,48.61,14.39,22.63
2021.05.19,12:00,13138.419,13177.699,13120.829,13155.909,13150.707,12985.159,12958.009,46.11,16.06,21.14
2021.05.19,13:00,13156.029,13203.439,13152.049,13170.169,13150.707,12985.159,12958.009,43.15,18.1,19.87
2021.05.19,14:00,13170.149,13247.869,13109.469,13154.089,13150.707,12985.159,12958.009,40.7,20.18,16.92
2021.05.19,15:00,13153.897,13243.949,13130.089,13239.079,13150.707,12985.159,12958.009,38.42,17.83,14.95
2021.05.19,16:00,13236.669,13243.859,13204.119,13212.439,13150.707,13154.089,12958.009,36.3,17.09,14.33
2021.05.19,18:00,13223.389,13230.887,13185.109,13186.699,13150.707,13154.089,12958.009,33.84,16.24,15.67
2021.05.19,19:00,13186.667,13196.099,13182.189,13189.899,13150.707,13154.089,12958.009,31.47,15.99,15.75
2021.05.19,20:00,13190.919,13243.089,13184.209,13221.789,13150.707,13186.699,12958.009,30.37,20.3,14.69
2021.05.19,21:00,13221.507,13233.287,13190.589,13221.549,13150.707,13186.699,12958.009,29.34,19.28,13.95
2021.05.19,22:00,13221.699,13229.109,13202.339,13203.789,13150.707,13186.699,12958.009,28.39,18.65,13.5
2021.05.19,23:00,13203.567,13229.607,13196.439,13217.889,13150.707,13186.699,12958.009,27.31,17.87,13.68
2021.05.20,00:00,13217.887,13236.509,13215.669,13234.509,12985.159,13203.789,12958.009,26.49,18.29,13.3
2021.05.20,01:00,13234.699,13238.109,13217.659,13226.909,12985.159,13203.789,12958.009,25.77,17.99,12.92
2021.05.20,02:00,13226.837,13238.597,13202.579,13209.839,12985.159,13203.789,12958.009,24.54,17.08,14.4
2021.05.20,03:00,13209.897,13262.057,13191.949,13244.699,12985.159,13203.789,12958.009,24.06,18.66,13.01
2021.05.20,04:00,13244.627,13247.499,13172.419,13191.089,12985.159,13209.839,12958.009,22.91,16.79,14.31
2021.05.20,05:00,13191.129,13194.899,13155.639,13173.379,12985.159,13209.839,12958.009,21.29,15.89,15.83
2021.05.20,06:00,13173.699,13199.387,13161.359,13198.619,12985.159,13209.839,12958.009,19.93,15.68,14.99
2021.05.20,07:00,13199.609,13244.087,13196.829,13235.299,12985.159,13209.839,12958.009,19.91,20.88,14.0
2021.05.20,08:00,13235.849,13285.429,13227.819,13285.429,12985.159,13173.379,12958.009,20.76,24.93,12.89
2021.05.20,09:00,13285.599,13403.787,13281.819,13390.289,12985.159,13173.379,12958.009,23.1,36.01,10.91
2021.05.20,10:00,13390.029,13450.199,13386.579,13434.947,12985.159,13173.379,12958.009,25.67,38.95,10.04
2021.05.20,11:00,13434.859,13506.799,13427.209,13491.489,12985.159,13173.379,12958.009,28.44,42.06,9.07
2021.05.20,12:00,13491.989,13492.799,13447.309,13469.749,12985.159,13285.429,12958.009,31.02,39.69,8.56
2021.05.20,13:00,13469.919,13500.499,13460.379,13482.589,12985.159,13285.429,12958.009,33.46,38.65,8.13
2021.05.20,14:00,13482.797,13514.839,13473.979,13508.409,12985.159,13285.429,12958.009,35.83,38.47,7.7
2021.05.20,15:00,13508.367,13525.699,13484.519,13490.599,12985.159,13285.429,12958.009,38.11,37.81,7.28
2021.05.20,16:00,13491.449,13506.949,13482.419,13495.719,12985.159,13469.749,12958.009,40.14,36.55,7.33
2021.05.20,18:00,13491.987,13505.799,13488.549,13499.349,12985.159,13469.749,12958.009,42.03,35.64,7.15
2021.05.20,19:00,13499.507,13522.909,13496.239,13521.789,12985.159,13469.749,12958.009,43.93,36.77,6.86
2021.05.20,20:00,13522.027,13545.469,13514.279,13537.909,12985.159,13495.719,12958.009,45.86,38.46,6.54
2021.05.20,21:00,13537.987,13548.797,13513.239,13513.889,12985.159,13495.719,12958.009,47.67,36.86,6.18
2021.05.20,22:00,13513.837,13518.819,13494.259,13509.019,12985.159,13495.719,12958.009,48.52,35.41,8.98
2021.05.20,23:00,13509.419,13517.417,13497.379,13503.519,12985.159,13495.719,12958.009,49.31,34.22,8.68
2021.05.21,00:00,13503.597,13525.769,13499.079,13515.399,13173.379,13503.519,12958.009,50.14,34.09,8.28
2021.05.21,01:00,13515.367,13535.399,13502.459,13509.299,13173.379,13503.519,12958.009,51.02,33.81,7.8
2021.05.21,02:00,13509.489,13527.097,13508.929,13520.299,13173.379,13503.519,12958.009,51.84,32.7,7.55
2021.05.21,03:00,13520.077,13540.997,13503.019,13525.199,13173.379,13503.519,12958.009,52.77,32.97,7.03
2021.05.21,04:00,13524.917,13530.967,13505.059,13518.859,13173.379,13509.299,12958.009,53.64,31.38,6.69
2021.05.21,05:00,13518.999,13533.917,13515.259,13517.519,13173.379,13509.299,12958.009,54.48,30.81,6.45
2021.05.21,06:00,13518.359,13528.867,13510.469,13512.529,13173.379,13509.299,12958.009,54.95,29.68,7.17
2021.05.21,07:00,13512.817,13550.299,13512.817,13542.539,13173.379,13509.299,12958.009,55.7,31.72,6.63
